Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions
YELL,Yellow Corporation,Industrials,US Equity,Common stocks,Micro cap,"$108,798,337","950,757",Analyze
BEST,BEST Inc. ADRs of Class A,Industrials,US Equity,ADRs,Micro cap,"$41,921,233","226,236",Analyze
PATI,Patriot Transportation Holding Inc,Industrials,US Equity,Common stocks,Micro cap,"$27,612,409","3,839",Analyze
YGMZ,MingZhu Logistics Holdings Ltd,Industrials,US Equity,Common stocks,Micro cap,"$27,552,332","43,803",Analyze
BKNG,Booking Holdings Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$95,580,183,437","404,368",Analyze
TCOM,Trip.com Group Limited ADRs,Consumer Discretionary,US Equity,ADRs,Large cap,"$25,557,103,470","6,273,873",Analyze
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,US Equity,Common stocks,Large cap,"$15,767,905,540","4,046,979",Analyze
EXPE,Expedia Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$13,695,975,317","2,814,382",Analyze
CCL,Carnival Corp,Consumer Discretionary,US Equity,Common stocks,Large cap,"$10,266,281,128","40,692,890",Analyze
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$5,303,658,353","18,584,909",Analyze
TNL,Travel & Leisure Co.,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,837,121,096","828,291",Analyze
TRIP,TripAdvisor Inc,Communication Services,US Equity,Common stocks,Mid cap,"$2,400,523,239","2,185,741",Analyze
MMYT,MakeMyTrip Limited,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,596,194,978","321,676",Analyze
LIND,Lindblad Expeditions Holdings Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$481,876,476","422,410",Analyze
DESP,Despegar.Com Corp.,Consumer Discretionary,US Equity,Common stocks,Small cap,"$420,351,400","476,814",Analyze
YTRA,"Yatra Online, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$104,057,307","83,157",Analyze
TZOO,Travelzoo,Communication Services,US Equity,Common stocks,Micro cap,"$81,391,081","17,066",Analyze
TOUR,Tuniu Corp ADRs,Consumer Discretionary,US Equity,ADRs,Micro cap,"$21,518,889","590,189",Analyze
SWT,"Stanley Black & Decker, Inc. Corporate Unit",Industrials,US Equity,Units,Large cap,"$12,625,352,017","734,427",Analyze
SNA,Snap On Inc,Industrials,US Equity,Common stocks,Large cap,"$12,418,862,143","332,523",Analyze
SWK,Stanley Black & Decker Inc,Industrials,US Equity,Common stocks,Large cap,"$11,551,078,359","1,978,806",Analyze
TTC,Toro,Industrials,US Equity,Common stocks,Large cap,"$11,305,498,148","1,037,016",Analyze
LECO,Lincoln Electric Holdings Inc,Industrials,US Equity,Common stocks,Mid cap,"$9,431,492,860","455,771",Analyze
ROLL,RBC Bearings Inc,Industrials,US Equity,Common stocks,Mid cap,"$6,269,891,645","218,546",Analyze
TKR,Timken,Industrials,US Equity,Common stocks,Mid cap,"$5,595,993,015","670,313",Analyze
KMT,Kennametal Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,061,491,763","2,031,527",Analyze
GFF,Griffon Corp,Industrials,US Equity,Common stocks,Small cap,"$1,748,754,669","646,555",Analyze
HLMN,Hillman Solutions Corp. - Class A,Industrials,US Equity,Common stocks,Small cap,"$1,507,750,185","2,186,789",Analyze
EML,Eastern,Industrials,US Equity,Common stocks,Micro cap,"$118,528,643","31,484",Analyze
SCX,L.S. Starrett Company  Class A,Industrials,US Equity,Common stocks,Micro cap,"$70,900,243","28,487",Analyze
CVR,Chicago Rivet And Machine,Industrials,US Equity,Common stocks,Micro cap,"$29,698,898","2,891",Analyze
PFIN,P And F Industries Inc Class A,Industrials,US Equity,Common stocks,Micro cap,"$17,091,640","3,163",Analyze
TBLT,"Toughbuilt Industries, Inc.",Industrials,US Equity,Common stocks,Micro cap,"$15,408,164","776,200",Analyze
PM,Philip Morris International Inc,Consumer Staples,US Equity,Common stocks,Large cap,"$139,939,523,432","5,972,224",Analyze
MO,Altria Group Inc,Consumer Staples,US Equity,Common stocks,Large cap,"$77,600,603,921","10,947,887",Analyze
BTI,British American Tobacco PLC ADRs,Consumer Staples,US Equity,ADRs,Large cap,"$77,362,379,328","4,612,484",Analyze
RLX,RLX Technology Inc. ADRs of class A,Consumer Staples,US Equity,ADRs,Mid cap,"$2,305,706,183","14,787,417",Analyze
VGR,Vector Group Ltd,Consumer Staples,US Equity,Common stocks,Small cap,"$1,800,685,851","1,312,995",Analyze
EVEX,"Eve Holding, Inc.",Consumer Staples,US Equity,Common stocks,Small cap,"$1,673,764,811","35,302",Analyze
UVV,Universal Corp,Consumer Staples,US Equity,Common stocks,Small cap,"$1,238,081,302","166,764",Analyze
TPB,Turning Point Brands Inc,Consumer Staples,US Equity,Common stocks,Small cap,"$351,958,412","280,011",Analyze
KAVL,"Kaival Brands Innovations Group, Inc.",Consumer Staples,US Equity,Common stocks,Micro cap,"$44,373,581","73,181",Analyze
BTU,Peabody Energy Corp,Energy,US Equity,Common stocks,Mid cap,"$3,412,645,669","3,629,458",Analyze
ARLP,Alliance Resource Partners LP,Energy,US Equity,MLPs,Mid cap,"$2,392,606,607","529,659",Analyze
ARCH,Arch Coal Inc Class A,Energy,US Equity,Common stocks,Mid cap,"$2,260,716,100","454,652",Analyze
CEIX,Consol Energy Corporation,Energy,US Equity,Common stocks,Small cap,"$1,838,806,160","1,135,474",Analyze
NRP,Natural Resource Partners LP,Real Estate,US Equity,MLPs,Small cap,"$642,013,200","32,981",Analyze
HNRG,Hallador Energy,Energy,US Equity,Common stocks,Micro cap,"$260,892,406","251,370",Analyze
NC,Nacco Industries Inc Class A,Energy,US Equity,Common stocks,Micro cap,"$215,956,555","19,091",Analyze
AREC,American Resources Corporation - Class A,Energy,US Equity,Common stocks,Micro cap,"$85,809,870","193,938",Analyze
AIN,Albany International Corp Class A,Industrials,US Equity,Common stocks,Mid cap,"$2,747,713,981","186,862",Analyze
UFI,Unifi Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$139,357,619","192,441",Analyze
CULP,Culp Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$64,635,811","28,741",Analyze
CRWS,Crown Crafts Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$57,568,985","7,805",Analyze
DXYN,Dixie Group Inc Class A,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$10,410,832","66,192",Analyze
TMUS,T Mobile US Inc,Communication Services,US Equity,Common stocks,Large cap,"$173,518,216,553","5,926,447",Analyze
VZ,Verizon Communications Inc,Communication Services,US Equity,Common stocks,Large cap,"$156,949,625,356","22,666,945",Analyze
T,AT&T Inc.,Communication Services,US Equity,Common stocks,Large cap,"$131,619,800,000","31,227,068",Analyze
AMX,America Movil SAB de CV ADRs Series L,Communication Services,US Equity,ADRs,Large cap,"$68,886,962,176","1,751,582",Analyze
AMOV,America Movil - Series A ADRs,Communication Services,US Equity,ADRs,Large cap,"$44,956,246,605","2,140",Analyze
BCE,"BCE, Inc.",Communication Services,US Equity,Common stocks,Large cap,"$40,070,498,528","1,406,658",Analyze
ORAN,Orange SA ADRs,Communication Services,US Equity,ADRs,Large cap,"$31,229,064,472","506,042",Analyze
CHT,Chunghwa Telecom Co Ltd ADRs,Communication Services,US Equity,ADRs,Large cap,"$30,479,007,495","152,417",Analyze
VOD,Vodacom Group Ltd ADRs,Communication Services,US Equity,ADRs,Large cap,"$29,819,922,394","9,924,835",Analyze
TU,Telus Corporation,Communication Services,US Equity,Common stocks,Large cap,"$28,506,118,469","1,730,926",Analyze
TLK,Telekomunikasi Indonesia Persero Tbk PT ADRs,Communication Services,US Equity,ADRs,Large cap,"$26,756,704,704","279,581",Analyze
TEF,Telefonica SA ADRs,Communication Services,US Equity,ADRs,Large cap,"$23,620,721,596","902,142",Analyze
RCI,Rogers Communication,Communication Services,US Equity,Common stocks,Large cap,"$17,948,187,287","253,679",Analyze
ZM,"Zoom Video Communications, Inc. - Class A",Information Technology,US Equity,Common stocks,Large cap,"$17,101,456,155","4,837,970",Analyze
SJR,Shaw Communications Inc. (Class B),Consumer Discretionary,US Equity,Common stocks,Large cap,"$13,582,707,788","920,407",Analyze
VIV,Telefonica Brasil S.A. ADRs,Communication Services,US Equity,ADRs,Large cap,"$12,027,515,165","1,814,184",Analyze
SKM,SK Telecom Co Ltd ADRs,Communication Services,US Equity,ADRs,Mid cap,"$8,141,905,952","556,594",Analyze
IRDM,Iridium Communications Inc,Communication Services,US Equity,Common stocks,Mid cap,"$7,555,155,800","951,475",Analyze
KT,KT Corp ADRs,Communication Services,US Equity,ADRs,Mid cap,"$6,073,460,654","1,203,913",Analyze
FYBR,"Frontier Communications Parent, Inc.",Communication Services,US Equity,Common stocks,Mid cap,"$5,773,142,400","1,660,242",Analyze
TIMB,TIM S.A. ADRs,Communication Services,US Equity,ADRs,Mid cap,"$5,756,672,863","481,130",Analyze
MBT,Mobile TeleSystems PJSC ADRs,Financials,US Equity,ADRs,Mid cap,"$5,495,549,334","10,415,979",Analyze
VG,Vonage Holdings Corp,Information Technology,US Equity,Common stocks,Mid cap,"$4,941,769,216","26,331,796",Analyze
PHI,PLDT  Inc. ADRs,Communication Services,US Equity,ADRs,Mid cap,"$4,508,303,045","69,417",Analyze
TKC,Turkcell Iletisim Hizmetleri ADRs,Communication Services,US Equity,ADRs,Mid cap,"$3,748,800,000","340,216",Analyze
CABO,Cable One Inc,Communication Services,US Equity,Common stocks,Mid cap,"$3,732,295,043","63,848",Analyze
TIGO,Millicom International Cellular S.A.,Communication Services,US Equity,Common stocks,Mid cap,"$3,121,826,973","108,916",Analyze
CCOI,Cogent Communications Holdings Inc,Communication Services,US Equity,Common stocks,Mid cap,"$2,930,011,636","486,340",Analyze
LUMN,"CenturyLink, Inc.",Communication Services,US Equity,Common stocks,Mid cap,"$2,473,219,810","57,383,864",Analyze
IHS,IHS Holding Ltd,Communication Services,US Equity,Common stocks,Mid cap,"$2,334,081,376","116,939",Analyze
IDCC,Interdigital Inc,Information Technology,US Equity,Common stocks,Mid cap,"$2,158,943,562","366,798",Analyze
GSAT,Globalstar Voting Inc,Communication Services,US Equity,Common stocks,Small cap,"$1,847,220,000","4,384,500",Analyze
GOGO,Gogo Inc,Communication Services,US Equity,Common stocks,Small cap,"$1,813,765,700","672,166",Analyze
LILA,Liberty Latin America Class A,Communication Services,US Equity,Common stocks,Small cap,"$1,650,335,000","379,162",Analyze
LILAK,Liberty Latin America Class C,Communication Services,US Equity,Common stocks,Small cap,"$1,650,335,000","1,517,005",Analyze
ATUS,"Altice USA, Inc. Class A",Communication Services,US Equity,Common stocks,Small cap,"$1,409,254,363","5,196,044",Analyze
RADI,"Radius Global Infrastructure, Inc.",Communication Services,US Equity,Common stocks,Small cap,"$1,402,695,606","12,453,179",Analyze
PTNR,Partner Communications ADRs,Communication Services,US Equity,ADRs,Small cap,"$1,299,830,144","79,185",Analyze
VEON,VEON Ltd ADRs,Communication Services,US Equity,ADRs,Small cap,"$1,259,224,870","626,382",Analyze
TDS,Telephone And Data Systems Inc,Communication Services,US Equity,Common stocks,Small cap,"$1,024,240,425","2,828,596",Analyze
USM,United States Cellular Corp,Communication Services,US Equity,Common stocks,Small cap,"$1,017,056,496","246,844",Analyze
SHEN,Shenandoah Telecommunications,Communication Services,US Equity,Common stocks,Small cap,"$927,554,396","214,006",Analyze
IDT,Idt Corp Class B,Communication Services,US Equity,Common stocks,Small cap,"$785,403,557","105,283",Analyze
RBBN,Ribbon Communications Inc.,Information Technology,US Equity,Common stocks,Small cap,"$620,374,139","1,855,958",Analyze
ATNI,ATN International Inc,Communication Services,US Equity,Common stocks,Small cap,"$607,229,957","69,220",Analyze
TEO,Telecom Argentina ADRs,Communication Services,US Equity,ADRs,Small cap,"$543,898,245","144,747",Analyze
ATEX,Anterix Inc.,Communication Services,US Equity,Common stocks,Small cap,"$535,120,870","184,386",Analyze
ASTS,"AST SpaceMobile, Inc. - Class A",Communication Services,US Equity,Common stocks,Small cap,"$413,732,947","1,744,585",Analyze
OOMA,Ooma Inc,Communication Services,US Equity,Common stocks,Micro cap,"$299,832,000","94,594",Analyze
CNSL,Consolidated Communications Holdings,Communication Services,US Equity,Common stocks,Micro cap,"$254,590,202","1,648,978",Analyze
VATE,INNOVATE Corp.,Industrials,US Equity,Common stocks,Micro cap,"$233,211,793","339,538",Analyze
SIFY,SIFY Technologies Limited ADRs,Communication Services,US Equity,ADRs,Micro cap,"$230,255,385","75,896",Analyze
SPOK,Spok Holdings Inc,Communication Services,US Equity,Common stocks,Micro cap,"$198,571,620","304,312",Analyze
RDCM,Radcom Ltd.,Information Technology,US Equity,Common stocks,Micro cap,"$143,555,784","18,158",Analyze
UCL,uCloudlink Group Inc. ADRs,Communication Services,US Equity,ADRs,Micro cap,"$102,374,740","66,857",Analyze
FNGR,FingerMotion Inc,Communication Services,US Equity,Common stocks,Micro cap,"$63,273,234","505,383",Analyze
MIMO,Airspan Networks Holdings Inc.,Information Technology,US Equity,Common stocks,Micro cap,"$60,158,641","19,000",Analyze
ANTE,AirNet Technology Inc. ADRs,Health Care,US Equity,ADRs,Micro cap,"$56,040,732","75,983",Analyze
KLR,"Kaleyra, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$27,773,039","135,024",Analyze
QTEK,QualTek Services Inc.,Industrials,US Equity,Common stocks,Micro cap,"$9,248,162","1,115,174",Analyze
CUEN,Cuentas Inc.,Communication Services,US Equity,Common stocks,Micro cap,"$8,048,010","214,518",Analyze
COMS,COMSovereign Holding Corp.,Information Technology,US Equity,Common stocks,Micro cap,"$5,098,785","205,359",Analyze
STRY,"Starry Group Holdings, Inc. Class A",Communication Services,US Equity,Common stocks,Micro cap,"$3,440,990","6,346,538",Analyze
NUE,Nucor Corp,Materials,US Equity,Common stocks,Large cap,"$37,285,531,812","2,171,836",Analyze
MT,ArcelorMittal ADRs,Materials,US Equity,ADRs,Large cap,"$24,771,791,766","2,913,241",Analyze
PKX,POSCO ADRs,Materials,US Equity,ADRs,Large cap,"$21,342,395,603","249,465",Analyze
STLD,Steel Dynamics Inc,Materials,US Equity,Common stocks,Large cap,"$18,444,603,288","3,063,643",Analyze
RS,Reliance Steel & Aluminum,Materials,US Equity,Common stocks,Large cap,"$15,944,809,816","961,507",Analyze
CLF,Cleveland-Cliffs Inc.,Materials,US Equity,Common stocks,Mid cap,"$9,085,995,916","10,717,413",Analyze
TX,Ternium S.A. ADRs,Materials,US Equity,ADRs,Mid cap,"$7,850,575,311","365,639",Analyze
SIM,Grupo Simec ADRs of B Shares,Information Technology,US Equity,ADRs,Mid cap,"$5,775,085,902",775,Analyze
X,United States Steel Corporation,Materials,US Equity,Common stocks,Mid cap,"$5,679,910,425","9,118,136",Analyze
CMC,Commercial Metals,Materials,US Equity,Common stocks,Mid cap,"$5,387,889,115","1,448,157",Analyze
GGB,Gerdau S.A. ADRs,Materials,US Equity,ADRs,Mid cap,"$5,000,661,292","9,026,194",Analyze
SID,Companhia Siderurgica Nacional-CSN ADRs,Materials,US Equity,ADRs,Mid cap,"$3,500,888,020","4,390,504",Analyze
WOR,Worthington Industries Inc,Materials,US Equity,Common stocks,Mid cap,"$3,049,067,190","257,545",Analyze
SCHN,Schnitzer Steel Industries Inc Class A,Materials,US Equity,Common stocks,Small cap,"$793,766,560","358,047",Analyze
TMST,Timkensteel Corp,Materials,US Equity,Common stocks,Small cap,"$785,453,038","688,870",Analyze
ASTL,Algoma Steel Group Inc.,Materials,US Equity,Common stocks,Small cap,"$780,901,845","1,719,942",Analyze
ZEUS,Olympic Steel Inc,Materials,US Equity,Common stocks,Small cap,"$550,375,137","220,601",Analyze
MTL,Mechel PJSC ADRs,Materials,US Equity,ADRs,Small cap,"$490,769,649","720,220",Analyze
SYNL,Synalloy Corp,Materials,US Equity,Common stocks,Micro cap,"$135,987,173","25,457",Analyze
FRD,Friedman Industries Inc,Materials,US Equity,Common stocks,Micro cap,"$81,721,515","44,520",Analyze
USAP,Universal Stainless And Alloy Prod,Materials,US Equity,Common stocks,Micro cap,"$76,470,371","34,780",Analyze
HUDI,"Huadi International Group Co., Ltd.",Materials,US Equity,Common stocks,Micro cap,"$44,711,031","129,478",Analyze
ZKIN,"Zk International Group Co., Ltd",Materials,US Equity,Common stocks,Micro cap,"$21,578,987","23,158",Analyze
ADP,Automatic Data Processing Inc,Information Technology,US Equity,Common stocks,Large cap,"$88,513,776,402","2,798,322",Analyze
PAYX,Paychex Inc,Information Technology,US Equity,Common stocks,Large cap,"$38,887,131,198","2,272,002",Analyze
RHI,Robert Half,Industrials,US Equity,Common stocks,Mid cap,"$7,976,150,688","1,267,485",Analyze
BZ,Kanzhun Ltd ADRs of Class A,Communication Services,US Equity,ADRs,Mid cap,"$7,099,835,425","2,630,244",Analyze
TNET,"TriNet Group, Inc.",Industrials,US Equity,Common stocks,Mid cap,"$4,595,384,736","356,892",Analyze
NSP,Insperity Inc,Industrials,US Equity,Common stocks,Mid cap,"$4,336,290,408","333,253",Analyze
MAN,Manpower Inc,Industrials,US Equity,Common stocks,Mid cap,"$3,957,142,110","368,234",Analyze
ASGN,ASGN Incorporated,Industrials,US Equity,Common stocks,Mid cap,"$3,871,529,000","291,204",Analyze
KFY,Korn Ferry International,Industrials,US Equity,Common stocks,Mid cap,"$2,595,823,119","473,575",Analyze
UPWK,Upwork Inc,Industrials,US Equity,Common stocks,Small cap,"$1,462,532,931","1,171,795",Analyze
KFRC,Kforce Inc,Industrials,US Equity,Common stocks,Small cap,"$1,255,466,842","251,958",Analyze
CCRN,Cross Country Healthcare Inc,Health Care,US Equity,Common stocks,Small cap,"$841,343,032","879,469",Analyze
HRT,HireRight Holdings Corp,Industrials,US Equity,Common stocks,Small cap,"$825,163,581","363,986",Analyze
HHR,HeadHunter Group PLC ADRs,Industrials,US Equity,ADRs,Small cap,"$761,054,528","3,457,678",Analyze
BBSI,Barrett Business Services Inc,Industrials,US Equity,Common stocks,Small cap,"$592,676,744","117,016",Analyze
HSII,Heidrick And Struggles International,Industrials,US Equity,Common stocks,Small cap,"$587,693,115","220,191",Analyze
KELYA,Kelly Services Inc Class A,Industrials,US Equity,Common stocks,Small cap,"$576,928,304","227,291",Analyze
KELYB,Kelly Services Inc. Class B,Information Technology,US Equity,Common stocks,Small cap,"$576,928,304",332,Analyze
TBI,Trueblue Inc,Industrials,US Equity,Common stocks,Small cap,"$556,683,388","332,474",Analyze
HQI,"HireQuest, Inc.",Industrials,US Equity,Common stocks,Micro cap,"$290,510,000","22,678",Analyze
DHX,Dhi Group Inc,Communication Services,US Equity,Common stocks,Micro cap,"$173,275,916","205,528",Analyze
MHH,Mastech Digital Inc,Industrials,US Equity,Common stocks,Micro cap,"$134,730,218","6,496",Analyze
BGSF,BG Staffing Inc,Industrials,US Equity,Common stocks,Micro cap,"$112,754,486","23,491",Analyze
HSON,Hudson Global Inc,Industrials,US Equity,Common stocks,Micro cap,"$59,132,475","5,018",Analyze
JOB,Gee Group Inc,Industrials,US Equity,Common stocks,Micro cap,"$42,346,668","405,902",Analyze
PIXY,Shiftpixy Inc.,Industrials,US Equity,Common stocks,Micro cap,"$38,684,784","66,336",Analyze
IPDN,Professional Diversity Network Inc,Information Technology,US Equity,Common stocks,Micro cap,"$27,324,960","137,002",Analyze
STAF,"Staffing 360 Solutions, Inc.",Industrials,US Equity,Common stocks,Micro cap,"$4,299,756","29,437",Analyze
RCRT,Recruiter.com Group Inc.,Industrials,US Equity,Common stocks,Micro cap,"$4,295,637","147,752",Analyze
ORLY,Oreilly Automotive Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$49,551,901,837","437,585",Analyze
AZO,Autozone Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$42,458,591,553","161,000",Analyze
ULTA,Ulta Beauty Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$26,241,248,836","762,024",Analyze
TSCO,Tractor Supply,Consumer Discretionary,US Equity,Common stocks,Large cap,"$24,943,565,029","904,032",Analyze
GPC,Genuine Parts,Consumer Discretionary,US Equity,Common stocks,Large cap,"$21,725,413,050","1,788,632",Analyze
BBY,Best Buy Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$16,264,031,523","3,167,406",Analyze
FIVE,Five Below Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$11,091,069,889","849,382",Analyze
WSM,Williams Sonoma Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$7,915,533,815","1,451,318",Analyze
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,US Equity,Common stocks,Mid cap,"$7,858,117,287","3,222,682",Analyze
DKS,Dicks Sporting Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$7,775,567,709","2,250,879",Analyze
GME,Gamestop Corp Class A,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$6,876,061,600","8,643,368",Analyze
AAP,Advance Auto Parts Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$6,587,688,020","1,985,258",Analyze
RH,RH,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$5,835,707,687","742,573",Analyze
MNSO,MINISO Group Holding Limited ADRs of Class A,Consumer Discretionary,US Equity,ADRs,Mid cap,"$5,525,484,525","2,619,952",Analyze
MUSA,Murphy USA Inc.,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$5,354,490,182","353,975",Analyze
ASO,"Academy Sports & Outdoors, Inc.",Consumer Discretionary,US Equity,Common stocks,Mid cap,"$4,922,784,419","1,638,073",Analyze
CHPT,"ChargePoint Holdings, Inc.",Industrials,US Equity,Common stocks,Mid cap,"$3,437,343,736","9,319,746",Analyze
OLPX,"Olaplex Holdings, Inc.",Consumer Staples,US Equity,Common stocks,Mid cap,"$2,542,395,371","5,003,586",Analyze
WOOF,"Petco Health and Wellness Company, Inc. - Class A",Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,847,846,966","2,423,684",Analyze
ODP,Office Depot Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,797,458,876","429,742",Analyze
SBH,Sally Beauty Holdings Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,613,148,843","1,484,308",Analyze
SSU,SIGNA Sports United N.V.,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,569,688,417","36,868",Analyze
EYE,National Vision Holdings,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,385,592,015","3,282,207",Analyze
KAR,Kar Auction Services Inc,Industrials,US Equity,Common stocks,Small cap,"$1,351,687,644","693,006",Analyze
TA,Travelcenters Of America Llc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,302,494,801","713,571",Analyze
WINA,Winmark Corp,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,048,515,707","25,488",Analyze
HIBB,Hibbett Sports Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$746,220,654","455,266",Analyze
HZO,Marinemax Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$595,727,664","515,263",Analyze
YSG,Yatsen Holding Ltd ADRs,Consumer Staples,US Equity,ADRs,Small cap,"$557,235,471","2,013,281",Analyze
BLNK,Blink Charging Co.,Industrials,US Equity,Common stocks,Small cap,"$458,166,616","3,280,725",Analyze
SFIX,Stitch Fix Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$445,093,341","3,391,644",Analyze
FLWS,1-800 Flowers.Com Inc Class A,Consumer Discretionary,US Equity,Common stocks,Small cap,"$394,707,148","460,603",Analyze
EVGO,EVgo Inc.,Consumer Discretionary,US Equity,Common stocks,Small cap,"$387,716,832","1,478,455",Analyze
BWMX,"Betterware de Mexico, S.A. de C.V.",Consumer Discretionary,US Equity,Common stocks,Small cap,"$360,477,834","45,462",Analyze
BBW,Build A Bear Workshop Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$345,307,894","484,802",Analyze
LE,Land End Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$282,169,169","268,822",Analyze
BARK,The Original BARK Company,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$225,640,302","1,613,407",Analyze
ELA,Envela Corporation,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$176,894,826","73,201",Analyze
TCS,Container Store Group Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$169,605,998","444,585",Analyze
BGFV,Big 5 Sporting Goods Corp,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$161,491,912","421,061",Analyze
HNST,"Honest Company, Inc.",Consumer Staples,US Equity,Common stocks,Micro cap,"$154,953,206","1,756,131",Analyze
CONN,Conns Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$153,488,059","205,325",Analyze
VLTA,"Volta, Inc. Class A",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$143,542,648","2,257,192",Analyze
REAL,"The RealReal, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,"$109,173,024","3,722,922",Analyze
LIVE,Live Ventures Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$105,867,362","5,011",Analyze
BBBY,Bed Bath And Beyond Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$92,226,757","63,136,966",Analyze
JOAN,JOANN Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$86,060,555","158,741",Analyze
BNED,Barnes And Noble Education Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$85,218,924","1,529,607",Analyze
PRTY,Party City Holdco Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$42,402,954","32,624,549",Analyze
KIRK,Kirklands Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$34,181,706","112,755",Analyze
BQ,Boqii Holding Limited ADRs of Class A,Consumer Discretionary,US Equity,ADRs,Micro cap,"$14,493,269","51,118",Analyze
NVVE,Nuvve Holding Corp.,Industrials,US Equity,Common stocks,Micro cap,"$14,069,873","282,696",Analyze
MOHO,ECMOHO Limited ADRs,Consumer Discretionary,US Equity,ADRs,Micro cap,"$8,333,173","55,110,503",Analyze
CTIB,Cti Industries Corp,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$8,099,098","101,516",Analyze
TUEM,Tuesday Morning Corporation,Consumer Discretionary,US Equity,Common stocks,Micro cap,"$3,269,798","7,066",Analyze
KSPN,Kaspien Holdings Inc.,Information Technology,US Equity,Common stocks,Micro cap,"$2,631,319","65,105",Analyze
HON,Honeywell International Inc,Industrials,US Equity,Common stocks,Large cap,"$124,888,775,904","3,800,179",Analyze
GE,General Electric,Industrials,US Equity,Common stocks,Large cap,"$99,859,013,559","9,111,223",Analyze
ITW,Illinois Tool Inc,Industrials,US Equity,Common stocks,Large cap,"$70,556,159,650","1,301,226",Analyze
ETN,"Eaton Corporation, PLC",Industrials,US Equity,Common stocks,Large cap,"$65,571,276,532","2,505,921",Analyze
MMM,3M,Industrials,US Equity,Common stocks,Large cap,"$55,698,356,678","4,321,296",Analyze
EMR,Emerson Electric,Industrials,US Equity,Common stocks,Large cap,"$47,483,340,000","3,933,902",Analyze
ROP,Roper Technologies Inc,Information Technology,US Equity,Common stocks,Large cap,"$45,158,704,039","717,583",Analyze
TT,Trane Technologies plc,Industrials,US Equity,Common stocks,Large cap,"$41,900,057,950","1,768,359",Analyze
PH,Parker-Hannifin Corp,Industrials,US Equity,Common stocks,Large cap,"$41,099,001,333","1,167,446",Analyze
OTIS,Otis Worldwide Corporation,Industrials,US Equity,Common stocks,Large cap,"$33,305,720,329","2,032,227",Analyze
CMI,Cummins Inc,Industrials,US Equity,Common stocks,Large cap,"$31,977,669,155","1,546,501",Analyze
ROK,Rockwell Automation Inc,Industrials,US Equity,Common stocks,Large cap,"$31,957,728,894","777,712",Analyze
