Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions
WOLF,"Wolfspeed, Inc.",Information Technology,US Equity,Common stocks,Mid cap,"$7,832,030,510","2,741,116",Analyze
AMKR,Amkor Technology Inc,Information Technology,US Equity,Common stocks,Mid cap,"$6,384,747,518","1,121,174",Analyze
CRUS,Cirrus Logic Inc,Information Technology,US Equity,Common stocks,Mid cap,"$5,847,313,200","655,074",Analyze
SLAB,Silicon Laboratories Inc,Information Technology,US Equity,Common stocks,Mid cap,"$5,535,262,847","457,509",Analyze
MTSI,Macom Technology Solutions Inc,Information Technology,US Equity,Common stocks,Mid cap,"$5,015,106,466","606,049",Analyze
RMBS,Rambus Inc,Information Technology,US Equity,Common stocks,Mid cap,"$4,933,070,700","1,101,830",Analyze
POWI,Power Integrations Inc,Information Technology,US Equity,Common stocks,Mid cap,"$4,901,429,679","390,477",Analyze
TSEM,Tower Semiconductor Ltd.,Information Technology,US Equity,Common stocks,Mid cap,"$4,554,296,088","565,711",Analyze
SYNA,Synaptics Inc,Information Technology,US Equity,Common stocks,Mid cap,"$4,302,804,907","518,300",Analyze
ONTO,Onto Innovation Inc.,Information Technology,US Equity,Common stocks,Mid cap,"$4,256,779,842","273,949",Analyze
DIOD,Diodes Inc,Information Technology,US Equity,Common stocks,Mid cap,"$4,177,502,477","295,505",Analyze
SITM,SiTime Corporation,Information Technology,US Equity,Common stocks,Mid cap,"$3,081,630,608","282,311",Analyze
MXL,Maxlinear Inc,Information Technology,US Equity,Common stocks,Mid cap,"$2,780,516,034","549,078",Analyze
VSH,Vishay Intertechnology Inc,Information Technology,US Equity,Common stocks,Mid cap,"$2,771,347,390","1,033,641",Analyze
FORM,Formfactor Inc,Information Technology,US Equity,Common stocks,Mid cap,"$2,284,130,323","638,279",Analyze
SIMO,Silicon Motion Technology Corporation ADRs,Information Technology,US Equity,ADRs,Mid cap,"$2,144,990,545","464,308",Analyze
SMTC,Semtech Corp,Information Technology,US Equity,Common stocks,Mid cap,"$2,065,788,910","1,202,047",Analyze
HIMX,Himax Technologies ADRs,Information Technology,US Equity,ADRs,Small cap,"$1,376,958,703","799,705",Analyze
NVTS,Navitas Semiconductor Corporation,Information Technology,US Equity,Common stocks,Small cap,"$1,045,611,578","2,038,851",Analyze
IMOS,ChipMOS TECHNOLOGIES ADRs,Information Technology,US Equity,ADRs,Small cap,"$879,960,545","17,471",Analyze
NPTN,Neophotonics Corp,Information Technology,US Equity,Common stocks,Small cap,"$859,559,257","1,745,290",Analyze
SGH,Smart Global Holdings,Information Technology,US Equity,Common stocks,Small cap,"$789,238,849","503,908",Analyze
AOSL,Alpha And Omega Semiconductor Ltd,Information Technology,US Equity,Common stocks,Small cap,"$722,563,071","286,348",Analyze
CEVA,Ceva Inc,Information Technology,US Equity,Common stocks,Small cap,"$684,918,761","216,452",Analyze
SKYT,"SkyWater Technology, Inc",Information Technology,US Equity,Common stocks,Small cap,"$489,549,057","496,806",Analyze
LASR,Nlight Inc.,Information Technology,US Equity,Common stocks,Small cap,"$440,044,102","383,646",Analyze
MX,Magnachip Semiconductor Corporation,Information Technology,US Equity,Common stocks,Small cap,"$400,104,819","354,393",Analyze
NVEC,Nve Corp,Information Technology,US Equity,Common stocks,Small cap,"$373,471,158","36,260",Analyze
VLN,Valens Semiconductor Ltd.,Information Technology,US Equity,Common stocks,Small cap,"$344,089,406","415,250",Analyze
INTT,Intest Corp,Information Technology,US Equity,Common stocks,Micro cap,"$230,656,986","206,254",Analyze
POET,POET Technologies Inc.,Information Technology,US Equity,Common stocks,Micro cap,"$153,406,933","41,151",Analyze
AIP,"Arteris, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$148,912,050","172,841",Analyze
MRAM,Everspin Technologies Inc,Information Technology,US Equity,Common stocks,Micro cap,"$136,752,003","56,329",Analyze
SQNS,Sequans Communications S.A. ADRs,Information Technology,US Equity,ADRs,Micro cap,"$104,963,619","46,230",Analyze
PXLW,Pixelworks Inc,Information Technology,US Equity,Common stocks,Micro cap,"$77,966,542","203,587",Analyze
AAOI,Applied Optoelectronics Inc,Information Technology,US Equity,Common stocks,Micro cap,"$71,469,930","168,650",Analyze
QUIK,Quicklogic Corp,Information Technology,US Equity,Common stocks,Micro cap,"$65,494,779","20,747",Analyze
EMKR,Emcore Corp,Information Technology,US Equity,Common stocks,Micro cap,"$43,779,980","441,554",Analyze
GSIT,Gsi Technology Inc,Information Technology,US Equity,Common stocks,Micro cap,"$37,768,140","16,203",Analyze
WKEY,WISeKey International Holding AG ADRs,Information Technology,US Equity,ADRs,Micro cap,"$27,105,159","17,502",Analyze
RKLY,Rockley Photonics Holdings Limited,Information Technology,US Equity,Common stocks,Micro cap,"$25,540,639","898,759",Analyze
LEDS,SemiLEDS Corporation,Information Technology,US Equity,Common stocks,Micro cap,"$10,278,623","7,571",Analyze
PRSO,"Peraso, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$8,447,162","60,590",Analyze
OIIM,O2Micro International ADRs,Information Technology,US Equity,ADRs,Micro cap,"$3,840,228","500,953",Analyze
WISA,"Summit Wireless Technologies, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$3,699,611","142,231",Analyze
ASML,ASML Holding NV ADRs,Information Technology,US Equity,ADRs,Large cap,"$267,748,285,508","981,613",Analyze
AMAT,Applied Material Inc,Information Technology,US Equity,Common stocks,Large cap,"$103,763,640,467","8,198,650",Analyze
LRCX,Lam Research Corp,Information Technology,US Equity,Common stocks,Large cap,"$70,651,249,670","1,254,317",Analyze
KLAC,KLA-Tencor Corporation,Information Technology,US Equity,Common stocks,Large cap,"$53,842,317,041","1,180,351",Analyze
TER,Teradyne Inc,Information Technology,US Equity,Common stocks,Large cap,"$16,792,311,075","1,708,447",Analyze
ENTG,Entegris Inc,Information Technology,US Equity,Common stocks,Large cap,"$12,197,565,470","1,371,169",Analyze
OLED,Universal Display Corp,Information Technology,US Equity,Common stocks,Mid cap,"$6,985,129,443","333,154",Analyze
IPGP,IPG Photonics Corp,Information Technology,US Equity,Common stocks,Mid cap,"$5,569,518,102","250,075",Analyze
CCMP,Cabot Microelectronics Corp,Information Technology,US Equity,Common stocks,Mid cap,"$4,939,117,056","3,453,472",Analyze
ACLS,Axcelis Technologies Inc,Information Technology,US Equity,Common stocks,Mid cap,"$4,297,973,466","881,580",Analyze
DQ,Daqo New Energy ADRs,Information Technology,US Equity,ADRs,Mid cap,"$3,652,329,709","1,424,218",Analyze
AMBA,Ambarella Inc,Information Technology,US Equity,Common stocks,Mid cap,"$3,077,682,332","746,719",Analyze
NVMI,Nova Measuring Instruments Ltd.,Information Technology,US Equity,Common stocks,Mid cap,"$2,972,237,253","184,132",Analyze
KLIC,Kulicke And Soffa Industries Inc,Information Technology,US Equity,Common stocks,Mid cap,"$2,969,877,981","480,996",Analyze
AZTA,"Azenta, Inc.",Health Care,US Equity,Common stocks,Mid cap,"$2,874,699,443","1,453,171",Analyze
COHU,Cohu Inc,Information Technology,US Equity,Common stocks,Small cap,"$1,760,668,452","340,997",Analyze
INDI,"indie Semiconductor, Inc. - Class A",Information Technology,US Equity,Common stocks,Small cap,"$1,539,286,718","2,446,327",Analyze
UCTT,Ultra Clean Holdings Inc,Information Technology,US Equity,Common stocks,Small cap,"$1,412,554,856","392,222",Analyze
CAMT,Camtek Ltd.,Information Technology,US Equity,Common stocks,Small cap,"$1,246,448,843","224,998",Analyze
AEHR,Aehr Test Systems,Information Technology,US Equity,Common stocks,Small cap,"$1,101,494,778","2,208,362",Analyze
VECO,Veeco Instruments Inc,Information Technology,US Equity,Common stocks,Small cap,"$1,077,140,795","891,533",Analyze
PLAB,Photronics Inc,Information Technology,US Equity,Common stocks,Small cap,"$1,037,078,426","645,418",Analyze
ICHR,Ichor Holdings Ltd,Information Technology,US Equity,Common stocks,Small cap,"$883,785,945","249,653",Analyze
ACMR,ACM Research Inc.,Information Technology,US Equity,Common stocks,Small cap,"$627,194,064","852,522",Analyze
XPER,Xperi Corp,Information Technology,US Equity,Common stocks,Small cap,"$446,096,665","305,610",Analyze
TGAN,"Transphorm, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$253,725,018","36,988",Analyze
AXTI,Axt Inc,Information Technology,US Equity,Common stocks,Micro cap,"$165,561,090","251,247",Analyze
ATOM,Atomera Inc,Information Technology,US Equity,Common stocks,Micro cap,"$156,849,840","148,503",Analyze
EMAN,Emagin Corp,Information Technology,US Equity,Common stocks,Micro cap,"$152,547,666","784,527",Analyze
ASYS,Amtech Systems Inc,Information Technology,US Equity,Common stocks,Micro cap,"$122,565,687","26,946",Analyze
TRT,Trio Tech International,Information Technology,US Equity,Common stocks,Micro cap,"$18,711,961","7,650",Analyze
RBCN,Rubicon Technology Inc,Information Technology,US Equity,Common stocks,Micro cap,"$3,743,591","2,100",Analyze
ALLE,Allegion PLC,Industrials,US Equity,Common stocks,Mid cap,"$8,986,202,168","948,169",Analyze
ADT,ADT Inc.,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$6,018,854,558","3,353,914",Analyze
MSA,MSA Safety Inc,Industrials,US Equity,Common stocks,Mid cap,"$5,062,037,152","134,619",Analyze
BCO,Brinks,Industrials,US Equity,Common stocks,Mid cap,"$2,831,981,468","209,039",Analyze
VVNT,"Vivint Smart Home, Inc.",Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,563,441,739","2,173,592",Analyze
VRRM,Verra Mobility Corporation - Class A,Information Technology,US Equity,Common stocks,Mid cap,"$2,514,803,500","5,247,633",Analyze
REZI,"Resideo Technologies, Inc.",Industrials,US Equity,Common stocks,Mid cap,"$2,498,335,618","1,012,995",Analyze
BRC,Brady Corp Class A,Industrials,US Equity,Common stocks,Mid cap,"$2,398,302,400","301,937",Analyze
NSSC,Napco Security Technologies Inc,Information Technology,US Equity,Common stocks,Small cap,"$1,375,024,768","558,823",Analyze
ARLO,Arlo Technologies Inc.,Information Technology,US Equity,Common stocks,Small cap,"$500,875,197","2,227,596",Analyze
EVLV,"Evolv Technologies Holdings, Inc. - Class A",Information Technology,US Equity,Common stocks,Small cap,"$404,946,013","1,145,362",Analyze
NL,Nl Industries Inc,Industrials,US Equity,Common stocks,Micro cap,"$292,406,247","20,783",Analyze
CIX,Compx International Inc,Industrials,US Equity,Common stocks,Micro cap,"$224,359,472","11,209",Analyze
GFAI,"Guardforce AI Co., Limited",Industrials,US Equity,Common stocks,Micro cap,"$190,343,745","243,015",Analyze
MG,Mistras Group Inc,Industrials,US Equity,Common stocks,Micro cap,"$181,656,156","67,892",Analyze
SPCB,"Supercom, Ltd.",Industrials,US Equity,Common stocks,Micro cap,"$55,555,873","144,499",Analyze
SNT,Senstar Technologies Ltd.,Industrials,US Equity,Common stocks,Micro cap,"$31,224,215","7,312",Analyze
KSCP,"Knightscope, Inc. - Class A",Industrials,US Equity,Common stocks,Micro cap,"$21,531,580","724,894",Analyze
IVDA,"Iveda Solutions, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$14,566,082","339,255",Analyze
APDN,Applied Dna Sciences Inc,Health Care,US Equity,Common stocks,Micro cap,"$13,941,202","58,180",Analyze
VRME,VerifyMe Inc.,Information Technology,US Equity,Common stocks,Micro cap,"$13,553,117","11,820",Analyze
DGLY,Digital Ally Inc,Information Technology,US Equity,Common stocks,Micro cap,"$10,882,922","48,130",Analyze
BKYI,Bio-Key International Inc.,Industrials,US Equity,Common stocks,Micro cap,"$6,822,483","14,295",Analyze
UUU,Universal Security Instruments Inc,Information Technology,US Equity,Common stocks,Micro cap,"$5,157,738","14,089",Analyze
LGMK,"LogicMark, Inc.",Health Care,US Equity,Common stocks,Micro cap,"$2,961,533","737,162",Analyze
KEYS,Keysight Technologies Inc,Information Technology,US Equity,Common stocks,Large cap,"$27,868,022,452","1,293,425",Analyze
FTV,Fortive Corp,Industrials,US Equity,Common stocks,Large cap,"$22,791,917,467","2,063,928",Analyze
TDY,Teledyne Technologies Inc,Information Technology,US Equity,Common stocks,Large cap,"$19,659,053,817","192,144",Analyze
GRMN,Garmin Ltd,Consumer Discretionary,US Equity,Common stocks,Large cap,"$18,196,373,143","897,618",Analyze
TRMB,Trimble Inc,Information Technology,US Equity,Common stocks,Large cap,"$12,024,078,127","1,664,301",Analyze
CGNX,Cognex Corp,Information Technology,US Equity,Common stocks,Mid cap,"$8,496,302,119","900,701",Analyze
ST,Sensata Technologies Holding Nv,Industrials,US Equity,Common stocks,Mid cap,"$7,138,096,829","812,934",Analyze
MKSI,MKS Instruments Inc,Information Technology,US Equity,Common stocks,Mid cap,"$5,737,555,999","790,651",Analyze
NOVT,Novanta Inc,Information Technology,US Equity,Common stocks,Mid cap,"$5,327,202,757","162,142",Analyze
COHR,Coherent Inc,Information Technology,US Equity,Common stocks,Mid cap,"$4,817,835,457","1,437,234",Analyze
IIVI,Ii Vi Inc,Information Technology,US Equity,Common stocks,Mid cap,"$4,817,835,457","11,513",Analyze
VNT,Vontier Corporation,Information Technology,US Equity,Common stocks,Mid cap,"$3,961,825,043","1,300,240",Analyze
ITRI,Itron Inc,Information Technology,US Equity,Common stocks,Mid cap,"$2,331,059,021","389,754",Analyze
ESE,Esco Technologies Inc,Industrials,US Equity,Common stocks,Mid cap,"$2,288,153,734","106,317",Analyze
MLAB,Mesa Laboratories Inc,Health Care,US Equity,Common stocks,Small cap,"$906,123,031","51,788",Analyze
VPG,Vishay Precision Group Inc,Information Technology,US Equity,Common stocks,Small cap,"$501,706,272","71,135",Analyze
FARO,Faro Technologies Inc,Information Technology,US Equity,Common stocks,Small cap,"$434,953,230","192,382",Analyze
MVIS,Microvision Inc,Information Technology,US Equity,Common stocks,Small cap,"$370,977,282","2,173,408",Analyze
VLDR,"Velodyne Lidar, Inc.",Information Technology,US Equity,Common stocks,Small cap,"$334,810,752","1,556,325",Analyze
CYBE,Cyberoptics Corp,Information Technology,US Equity,Common stocks,Small cap,"$312,805,472","273,006",Analyze
LUNA,Luna Innovations Inc,Information Technology,US Equity,Common stocks,Micro cap,"$200,524,638","487,401",Analyze
FCUV,Focus Universal Inc,Information Technology,US Equity,Common stocks,Micro cap,"$192,406,644","69,545",Analyze
SATL,Satellogic Inc. - Class A,Information Technology,US Equity,Common stocks,Micro cap,"$174,860,375","64,361",Analyze
BKSY,BlackSky Technology Inc. Class A,Industrials,US Equity,Common stocks,Micro cap,"$162,628,762","1,066,765",Analyze
GNSS,LRAD Corporation,Information Technology,US Equity,Common stocks,Micro cap,"$114,310,986","19,834",Analyze
QNGY,"Quanergy Systems, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$104,745,464","4,758,851",Analyze
SOTK,Sono-Tek Corporation,Information Technology,US Equity,Common stocks,Micro cap,"$79,812,315","4,271",Analyze
WRAP,"Wrap Technologies, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$69,311,567","92,622",Analyze
ZEPP,Zepp Health Corporation ADRs,Information Technology,US Equity,ADRs,Micro cap,"$46,794,466","30,945",Analyze
WATT,Energous Corp,Industrials,US Equity,Common stocks,Micro cap,"$42,125,964","360,409",Analyze
SOBR,"SOBR Safe, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$24,581,220","417,417",Analyze
AATC,Autoscope Technologies Corporation,Information Technology,US Equity,Common stocks,Micro cap,"$22,005,980","3,706",Analyze
ELSE,Electro Sensors Inc,Information Technology,US Equity,Common stocks,Micro cap,"$15,254,693","6,443",Analyze
BNSO,Bonso Electronics International Inc.,Information Technology,US Equity,Common stocks,Micro cap,"$14,911,564","5,947",Analyze
SLNH,"Soluna Holdings, Inc.",Information Technology,US Equity,Common stocks,Micro cap,"$6,680,979","298,767",Analyze
MIND,Mitcham Industries Inc,Energy,US Equity,Common stocks,Micro cap,"$6,305,590","40,035",Analyze
SMIT,Schmitt Industries Inc,Information Technology,US Equity,Common stocks,Micro cap,"$50,338","21,627",Analyze
MCD,Mcdonalds Corp,Consumer Discretionary,US Equity,Common stocks,Large cap,"$197,226,207,929","2,953,353",Analyze
SBUX,Starbucks Corp,Consumer Discretionary,US Equity,Common stocks,Large cap,"$113,114,106,000","5,941,652",Analyze
CMG,Chipotle Mexican Grill Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$45,093,493,883","254,206",Analyze
YUM,Yum Brands Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$35,764,171,948","1,425,777",Analyze
YUMC,Yum China Holdings Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$26,706,519,107","1,804,774",Analyze
QSR,Restaurant Brands International Inc.,Consumer Discretionary,US Equity,Common stocks,Large cap,"$19,306,831,335","1,663,584",Analyze
DRI,Darden Restaurants Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$18,319,081,154","1,670,559",Analyze
DPZ,Dominos Pizza Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,"$11,172,010,771","915,857",Analyze
ARMK,Aramark,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$8,836,593,294","5,935,312",Analyze
TXRH,Texas Roadhouse Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$7,031,476,625","840,147",Analyze
WING,Wingstop Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$5,515,393,406","601,722",Analyze
WEN,Wendys,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$4,415,593,020","4,350,774",Analyze
PZZA,Papa Johns International Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,683,212,413","541,635",Analyze
CBRL,Cracker Barrel Old Country Store,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,489,971,428","1,320,181",Analyze
BLMN,Bloomin Brands Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,215,674,628","2,128,449",Analyze
SHAK,Shake Shack Inc Class A,Consumer Discretionary,US Equity,Common stocks,Mid cap,"$2,121,507,656","843,418",Analyze
CAKE,Cheesecake Factory Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,767,052,004","872,551",Analyze
JACK,Jack In The Box Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,718,278,363","415,525",Analyze
PLAY,Dave & Busters Entertainment Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,699,335,235","920,177",Analyze
EAT,Brinker International Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,595,957,803","1,144,224",Analyze
CNNE,"Cannae Holdings, Inc.",Financials,US Equity,Common stocks,Small cap,"$1,457,287,093","447,842",Analyze
BROS,Dutch Bros Inc.,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,355,293,511","994,273",Analyze
DIN,"Dine Brands Global, Inc.",Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,052,044,359","337,028",Analyze
PTLO,Portillos Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,"$1,020,823,224","1,462,727",Analyze
